invoice_no,stock_code,description,quantity,invoice_date,unit_price,customer_id,country
549498,22847,Unknown product,1,2011-04-08 15:06:00,0.0,,United Kingdom
549500,79321,Unknown product,1,2011-04-08 15:06:00,0.0,,United Kingdom
549502,84459B,Unknown product,1,2011-04-08 15:07:00,0.0,,United Kingdom
549506,22415,Unknown product,-31,2011-04-08 15:07:00,0.0,,United Kingdom
549510,84559B,Unknown product,-158,2011-04-08 15:08:00,0.0,,United Kingdom
549514,20820,Unknown product,-3,2011-04-08 15:09:00,0.0,,United Kingdom
549527,21620,mystery! Only ever imported 1800,-1479,2011-04-08 16:03:00,0.0,,United Kingdom
549528,21422,Unknown product,-55,2011-04-08 16:44:00,0.0,,United Kingdom
549529,21830,"MERCHANT CHANDLER CREDIT ERROR, STO",-576,2011-04-08 16:56:00,0.0,,United Kingdom
549531,21622,POSSIBLE DAMAGES OR LOST?,-750,2011-04-08 17:05:00,0.0,,United Kingdom
549695,84751B,Unknown product,-24,2011-04-11 13:50:00,0.0,,United Kingdom
549846,21100,Damaged,-6,2011-04-12 14:30:00,0.0,,United Kingdom
549848,84531A,Unknown product,-34,2011-04-12 14:51:00,0.0,,United Kingdom
549849,84531B,Unknown product,-23,2011-04-12 14:51:00,0.0,,United Kingdom
549935,35915C,damaged,-43,2011-04-13 11:16:00,0.0,,United Kingdom
549948,37488A,damaged,-1,2011-04-13 12:55:00,0.0,,United Kingdom
549950,37487B,Damaged,-6,2011-04-13 12:57:00,0.0,,United Kingdom
549952,37482P,Damaged,-93,2011-04-13 13:05:00,0.0,,United Kingdom
550133,85099F,Unknown product,-1092,2011-04-14 13:49:00,0.0,,United Kingdom
550153,85167B,DAMAGED,-1,2011-04-14 14:44:00,0.0,,United Kingdom
550188,22636,CHILDS BREAKFAST SET CIRCUS PARADE,1,2011-04-14 18:57:00,0.0,12457.0,Switzerland
550460,47556B,did  a credit  and did not tick ret,1300,2011-04-18 13:18:00,0.0,,United Kingdom
550501,35915C,Unknown product,30,2011-04-18 15:28:00,0.0,,United Kingdom
550502,84535A,Unknown product,320,2011-04-18 15:29:00,0.0,,United Kingdom
550753,84763,Display,-150,2011-04-20 11:53:00,0.0,,United Kingdom
550757,16202B,Unknown product,-9,2011-04-20 12:08:00,0.0,,United Kingdom
550758,85017A,Unknown product,-8,2011-04-20 12:09:00,0.0,,United Kingdom
550759,21087,Unknown product,-7,2011-04-20 12:09:00,0.0,,United Kingdom
550760,84750B,Unknown product,-4,2011-04-20 12:09:00,0.0,,United Kingdom
550761,84388,Unknown product,6,2011-04-20 12:10:00,0.0,,United Kingdom
550762,85030,Unknown product,-9,2011-04-20 12:10:00,0.0,,United Kingdom
550763,84666,Unknown product,-5,2011-04-20 12:11:00,0.0,,United Kingdom
550800,22458,Missing,-65,2011-04-20 14:48:00,0.0,,United Kingdom
550815,85027L,Unknown product,8,2011-04-20 16:42:00,0.0,,United Kingdom
550908,20827,damages,-68,2011-04-21 12:39:00,0.0,,United Kingdom
550922,22784,damages,-25,2011-04-21 14:29:00,0.0,,United Kingdom
550926,22469,Unknown product,8,2011-04-21 14:39:00,0.0,,United Kingdom
550927,84990,Unknown product,1,2011-04-21 14:40:00,0.0,,United Kingdom
550928,22867,Unknown product,3,2011-04-21 14:41:00,0.0,,United Kingdom
550929,22470,Unknown product,2,2011-04-21 14:41:00,0.0,,United Kingdom
550930,22988,Unknown product,2,2011-04-21 14:41:00,0.0,,United Kingdom
550943,21316,Unknown product,-5,2011-04-21 15:51:00,0.0,,United Kingdom
550945,79329,Unknown product,-2,2011-04-21 15:52:00,0.0,,United Kingdom
550947,21319,adjustment,3,2011-04-21 15:55:00,0.0,,United Kingdom
550948,17109D,Adjustment,14,2011-04-21 15:56:00,0.0,,United Kingdom
550950,17091A,found,84,2011-04-21 16:14:00,0.0,,United Kingdom
550951,84531A,returned,2,2011-04-21 16:15:00,0.0,,United Kingdom
550952,84531B,returned,2,2011-04-21 16:16:00,0.0,,United Kingdom
550954,47013A,damaged,-2,2011-04-21 16:18:00,0.0,,United Kingdom
550970,82599,Unknown product,-11,2011-04-21 17:02:00,0.0,,United Kingdom
550975,20941,Unknown product,20,2011-04-21 17:28:00,0.0,,United Kingdom
550976,84921,Unknown product,6,2011-04-21 17:28:00,0.0,,United Kingdom
550977,85200,Unknown product,6,2011-04-21 17:29:00,0.0,,United Kingdom
550979,85145,Unknown product,9,2011-04-21 17:31:00,0.0,,United Kingdom
550980,21445,Unknown product,1,2011-04-21 17:31:00,0.0,,United Kingdom
550981,21911,Unknown product,1,2011-04-21 17:32:00,0.0,,United Kingdom
550982,22632,Unknown product,5,2011-04-21 17:33:00,0.0,,United Kingdom
550983,22866,Unknown product,4,2011-04-21 17:34:00,0.0,,United Kingdom
550984,85008,Unknown product,1,2011-04-21 17:35:00,0.0,,United Kingdom
550985,22777,Unknown product,4,2011-04-21 17:40:00,0.0,,United Kingdom
551019,22467,wrong code?,-100,2011-04-26 11:19:00,0.0,,United Kingdom
551020,22719,wrong code,-110,2011-04-26 11:19:00,0.0,,United Kingdom
551126,82483,Unknown product,18,2011-04-26 12:47:00,0.0,,United Kingdom
551168,85068,Unknown product,-4,2011-04-26 16:06:00,0.0,,United Kingdom
551201,16015,Unknown product,-620,2011-04-27 11:33:00,0.0,,United Kingdom
551240,51020A,adjustment,41,2011-04-27 11:48:00,0.0,,United Kingdom
551243,51020B,adjust,-53,2011-04-27 11:49:00,0.0,,United Kingdom
551302,48189,damaged,-18,2011-04-27 14:55:00,0.0,,United Kingdom
551304,48189,adjustment,2,2011-04-27 14:56:00,0.0,,United Kingdom
551318,21898,Unknown product,60,2011-04-27 15:25:00,0.0,,United Kingdom
551319,22459,Unknown product,65,2011-04-27 15:25:00,0.0,,United Kingdom
551320,21897,Unknown product,60,2011-04-27 15:25:00,0.0,,United Kingdom
551321,22719,Unknown product,36,2011-04-27 15:26:00,0.0,,United Kingdom
551322,85099F,Unknown product,101,2011-04-27 15:28:00,0.0,,United Kingdom
551323,21398,damages,-9,2011-04-27 15:31:00,0.0,,United Kingdom
551324,85017C,Found,13,2011-04-27 15:47:00,0.0,,United Kingdom
551326,85017A,Unknown product,-2,2011-04-27 15:51:00,0.0,,United Kingdom
551327,84228,crushed,-4,2011-04-27 16:01:00,0.0,,United Kingdom
551328,21320,Unknown product,-23,2011-04-27 16:08:00,0.0,,United Kingdom
551394,16015,Unknown product,400,2011-04-28 12:37:00,0.0,,United Kingdom
551422,22084,Unknown product,-150,2011-04-28 14:11:00,0.0,,United Kingdom
551429,10002,Unknown product,-3,2011-04-28 15:05:00,0.0,,United Kingdom
551430,20966,Unknown product,-3,2011-04-28 15:06:00,0.0,,United Kingdom
551431,44091A,Unknown product,-2,2011-04-28 15:06:00,0.0,,United Kingdom
551432,21923,Unknown product,-5,2011-04-28 15:06:00,0.0,,United Kingdom
551433,21784,Unknown product,-2,2011-04-28 15:07:00,0.0,,United Kingdom
551434,20896,Unknown product,-5,2011-04-28 15:07:00,0.0,,United Kingdom
551435,20825,Unknown product,-5,2011-04-28 15:08:00,0.0,,United Kingdom
551441,85136B,Unknown product,-4,2011-04-28 15:50:00,0.0,,United Kingdom
551442,85060,Unknown product,-4,2011-04-28 15:50:00,0.0,,United Kingdom
551443,35920,Unknown product,-4,2011-04-28 15:51:00,0.0,,United Kingdom
551444,35809B,Unknown product,-4,2011-04-28 15:58:00,0.0,,United Kingdom
551446,35594,Unknown product,-4,2011-04-28 15:58:00,0.0,,United Kingdom
551447,35004C,Unknown product,-4,2011-04-28 15:59:00,0.0,,United Kingdom
551448,22734,Unknown product,-4,2011-04-28 15:59:00,0.0,,United Kingdom
551449,22525,Unknown product,-4,2011-04-28 16:00:00,0.0,,United Kingdom
551450,21410,Unknown product,-4,2011-04-28 16:00:00,0.0,,United Kingdom
551451,21330,Unknown product,-4,2011-04-28 16:01:00,0.0,,United Kingdom
551452,84715,Unknown product,-3,2011-04-28 16:01:00,0.0,,United Kingdom
551453,82494L,Unknown product,-3,2011-04-28 16:01:00,0.0,,United Kingdom
551454,78027,Unknown product,-3,2011-04-28 16:02:00,0.0,,United Kingdom
551455,37333,Unknown product,-1,2011-04-28 16:03:00,0.0,,United Kingdom
551456,22795,Unknown product,-3,2011-04-28 16:03:00,0.0,,United Kingdom
551457,22719,Unknown product,-3,2011-04-28 16:04:00,0.0,,United Kingdom
551458,22451,Unknown product,3,2011-04-28 16:04:00,0.0,,United Kingdom
551459,22173,Unknown product,-30,2011-04-28 16:04:00,0.0,,United Kingdom
551460,22173,Unknown product,27,2011-04-28 16:05:00,0.0,,United Kingdom
551461,21806,Unknown product,-3,2011-04-28 16:05:00,0.0,,United Kingdom
551553,22521,Unknown product,-90,2011-05-03 10:15:00,0.0,,United Kingdom
551554,22720,Unknown product,-4,2011-05-03 10:19:00,0.0,,United Kingdom
551565,85135A,Unknown product,-7,2011-05-03 11:10:00,0.0,,United Kingdom
551567,21269,Unknown product,13,2011-05-03 11:12:00,0.0,,United Kingdom
551568,21038,Unknown product,-6,2011-05-03 11:12:00,0.0,,United Kingdom
551569,85226C,Unknown product,-6,2011-05-03 11:13:00,0.0,,United Kingdom
551570,85189,Unknown product,-6,2011-05-03 11:13:00,0.0,,United Kingdom
551571,47591A,Unknown product,-6,2011-05-03 11:14:00,0.0,,United Kingdom
551572,37424,Unknown product,-6,2011-05-03 11:15:00,0.0,,United Kingdom
551573,22726,Unknown product,-5,2011-05-03 11:15:00,0.0,,United Kingdom
551574,21692,Unknown product,-6,2011-05-03 11:16:00,0.0,,United Kingdom
551575,21412,Unknown product,-6,2011-05-03 11:16:00,0.0,,United Kingdom
551577,90100,Unknown product,-5,2011-05-03 11:19:00,0.0,,United Kingdom
551578,90037D,Unknown product,-5,2011-05-03 11:19:00,0.0,,United Kingdom
551579,85098B,Unknown product,-5,2011-05-03 11:20:00,0.0,,United Kingdom
551580,85084,Unknown product,-5,2011-05-03 11:20:00,0.0,,United Kingdom
551581,84873A,Unknown product,5,2011-05-03 11:20:00,0.0,,United Kingdom
551582,84857A,Unknown product,-5,2011-05-03 11:21:00,0.0,,United Kingdom
551583,84482,Unknown product,-5,2011-05-03 11:21:00,0.0,,United Kingdom
551586,21120,Unknown product,-6,2011-05-03 11:24:00,0.0,,United Kingdom
551589,21854,Unknown product,-2,2011-05-03 11:30:00,0.0,,United Kingdom
551663,84548,Unknown product,-70,2011-05-03 12:34:00,0.0,,United Kingdom
551664,20933,Unknown product,-3,2011-05-03 12:34:00,0.0,,United Kingdom
551666,84750A,Unknown product,-10,2011-05-03 12:35:00,0.0,,United Kingdom
551667,84539,Unknown product,6,2011-05-03 12:36:00,0.0,,United Kingdom
551668,22444,Unknown product,-10,2011-05-03 12:37:00,0.0,,United Kingdom
551669,21355,Unknown product,90,2011-05-03 12:38:00,0.0,,United Kingdom
551671,20734,Unknown product,-10,2011-05-03 12:38:00,0.0,,United Kingdom
551672,84631,Unknown product,-4,2011-05-03 12:39:00,0.0,,United Kingdom
551673,79192A,Unknown product,-9,2011-05-03 12:39:00,0.0,,United Kingdom
551689,22625,Unknown product,-9,2011-05-03 13:35:00,0.0,,United Kingdom
551690,21143,Unknown product,-9,2011-05-03 13:35:00,0.0,,United Kingdom
551691,18098C,Unknown product,10,2011-05-03 13:36:00,0.0,,United Kingdom
551692,84685,Unknown product,14,2011-05-03 13:36:00,0.0,,United Kingdom
551694,47589,Unknown product,2,2011-05-03 13:36:00,0.0,,United Kingdom
551695,22467,Unknown product,-8,2011-05-03 13:37:00,0.0,,United Kingdom
551700,85144,Unknown product,-38,2011-05-03 14:13:00,0.0,,United Kingdom
551701,84683,Unknown product,-2,2011-05-03 14:15:00,0.0,,United Kingdom
551704,22656,Unknown product,-2,2011-05-03 14:33:00,0.0,,United Kingdom
551705,22655,damages/showroom etc,-11,2011-05-03 14:35:00,0.0,,United Kingdom
551722,20975,Unknown product,-170,2011-05-03 16:50:00,0.0,,United Kingdom
551723,22136,Unknown product,-23,2011-05-03 16:51:00,0.0,,United Kingdom
551735,21656,samples,-19,2011-05-04 10:25:00,0.0,,United Kingdom
551837,79164,damages/credits from ASOS.,-1512,2011-05-04 13:23:00,0.0,,United Kingdom
551838,35609A,Unknown product,-51,2011-05-04 13:31:00,0.0,,United Kingdom
551900,20778,Unknown product,2,2011-05-05 10:45:00,0.0,,United Kingdom
551964,20851,Unknown product,1,2011-05-05 13:13:00,0.0,,United Kingdom
551965,21429,Unknown product,1,2011-05-05 13:13:00,0.0,,United Kingdom
552050,84916,Unknown product,-32,2011-05-06 10:08:00,0.0,,United Kingdom
552052,84917,Unknown product,-8,2011-05-06 10:10:00,0.0,,United Kingdom
552175,23200,mailout,100,2011-05-06 13:25:00,0.0,,United Kingdom
552177,23202,mailout,100,2011-05-06 13:28:00,0.0,,United Kingdom
552178,23203,mailout,100,2011-05-06 13:29:00,0.0,,United Kingdom
552187,23209,mailout,100,2011-05-06 13:59:00,0.0,,United Kingdom
552214,84872A,Unknown product,-12,2011-05-06 15:11:00,0.0,,United Kingdom
552215,17096,Unknown product,-41,2011-05-06 15:12:00,0.0,,United Kingdom
552216,21363,Unknown product,-19,2011-05-06 15:12:00,0.0,,United Kingdom
552218,84406B,Unknown product,-38,2011-05-06 15:15:00,0.0,,United Kingdom
552219,22073,Unknown product,-56,2011-05-06 15:16:00,0.0,,United Kingdom
552220,22202,Unknown product,1,2011-05-06 15:20:00,0.0,,United Kingdom
552221,21043,Unknown product,-38,2011-05-06 15:20:00,0.0,,United Kingdom
552222,21974,Unknown product,-45,2011-05-06 15:22:00,0.0,,United Kingdom
552223,22524,Unknown product,-49,2011-05-06 15:24:00,0.0,,United Kingdom
552224,84766,Unknown product,-37,2011-05-06 15:25:00,0.0,,United Kingdom
552225,22775,Unknown product,-40,2011-05-06 15:26:00,0.0,,United Kingdom
552226,22035,Unknown product,-160,2011-05-06 15:26:00,0.0,,United Kingdom
552227,84596J,Unknown product,70,2011-05-06 15:27:00,0.0,,United Kingdom
552228,84912B,Unknown product,-93,2011-05-06 15:29:00,0.0,,United Kingdom
552230,20735,BLACK MINI TAPE MEASURE,1,2011-05-06 15:43:00,0.0,,United Kingdom
552230,22617,BAKING SET SPACEBOY DESIGN,1,2011-05-06 15:43:00,0.0,,United Kingdom
552230,37327,ASSTD MULTICOLOUR CIRCLES MUG,1,2011-05-06 15:43:00,0.0,,United Kingdom
552230,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2011-05-06 15:43:00,0.0,,United Kingdom
552230,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-05-06 15:43:00,0.0,,United Kingdom
552230,DOT,DOTCOM POSTAGE,1,2011-05-06 15:43:00,0.0,,United Kingdom
552331,22667,damaged,-30,2011-05-09 10:24:00,0.0,,United Kingdom
552443,22796,Not rcvd in 10/11/2010 delivery,-360,2011-05-09 13:05:00,0.0,,United Kingdom
552527,20964,Unknown product,2,2011-05-09 16:48:00,0.0,,United Kingdom
552653,22926,Unknown product,-48,2011-05-10 14:12:00,0.0,,United Kingdom
552733,23059,Thrown away-rusty,-2376,2011-05-11 10:48:00,0.0,,United Kingdom
552763,21137,Unknown product,-25,2011-05-11 11:33:00,0.0,,United Kingdom
552766,22084,Unknown product,-56,2011-05-11 11:41:00,0.0,,United Kingdom
552767,79164,Unknown product,-47,2011-05-11 11:42:00,0.0,,United Kingdom
552768,22087,Unknown product,-26,2011-05-11 11:43:00,0.0,,United Kingdom
552979,35970,Unknown product,-217,2011-05-12 14:49:00,0.0,,United Kingdom
553000,47566,PARTY BUNTING,4,2011-05-12 15:21:00,0.0,17667.0,United Kingdom
553041,22521,Unknown product,-9,2011-05-13 09:01:00,0.0,,United Kingdom
553147,84879,damaged,-160,2011-05-13 13:58:00,0.0,,United Kingdom
553163,22726,Unknown product,1,2011-05-13 16:10:00,0.0,,United Kingdom
553349,22719,Unknown product,1,2011-05-16 13:31:00,0.0,,United Kingdom
553391,37370,sold as set/6 by dotcom,-786,2011-05-16 16:42:00,0.0,,United Kingdom
553394,15058A,wet/rusty,-30,2011-05-16 16:47:00,0.0,,United Kingdom
553395,15058C,wet/rusty,-30,2011-05-16 16:47:00,0.0,,United Kingdom
553396,22423,damages,-21,2011-05-16 16:48:00,0.0,,United Kingdom
553398,37370,damages/dotcom?,-590,2011-05-16 17:07:00,0.0,,United Kingdom
553399,84789,Unknown product,-2,2011-05-16 17:08:00,0.0,,United Kingdom
553400,20803,damages,-40,2011-05-16 17:09:00,0.0,,United Kingdom
553401,22060,Unknown product,-16,2011-05-16 17:10:00,0.0,,United Kingdom
553413,21259,Unknown product,-51,2011-05-17 09:45:00,0.0,,United Kingdom
553480,21143,Unknown product,24,2011-05-17 11:51:00,0.0,,United Kingdom
553481,21181,on cargo order,192,2011-05-17 12:06:00,0.0,,United Kingdom
553521,85099F,JUMBO BAG STRAWBERRY,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,48184,DOORMAT ENGLISH ROSE,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22692,DOORMAT WELCOME TO OUR HOME,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22684,FRENCH BLUE METAL DOOR SIGN 9,2,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22682,FRENCH BLUE METAL DOOR SIGN 7,3,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22686,FRENCH BLUE METAL DOOR SIGN No,11,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22683,FRENCH BLUE METAL DOOR SIGN 8,5,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22679,FRENCH BLUE METAL DOOR SIGN 4,4,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22678,FRENCH BLUE METAL DOOR SIGN 3,5,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22680,FRENCH BLUE METAL DOOR SIGN 5,2,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22677,FRENCH BLUE METAL DOOR SIGN 2,4,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22676,FRENCH BLUE METAL DOOR SIGN 1,2,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,2,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22649,STRAWBERRY FAIRY CAKE TEAPOT,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22644,CERAMIC CHERRY CAKE MONEY BANK,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22637,PIGGY BANK RETROSPOT,2,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22626,BLACK KITCHEN SCALES,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22559,SEASIDE FLYING DISC,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22524,CHILDRENS GARDEN GLOVES BLUE,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22520,CHILDS GARDEN TROWEL BLUE,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22518,CHILDS GARDEN BRUSH BLUE,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22519,CHILDS GARDEN BRUSH PINK,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22515,CHILDS GARDEN SPADE PINK,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22514,CHILDS GARDEN SPADE BLUE,2,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22430,ENAMEL WATERING CAN CREAM,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22427,ENAMEL FLOWER JUG CREAM,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22414,DOORMAT NEIGHBOURHOOD WITCH,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22365,DOORMAT RESPECTABLE HOUSE,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22363,GLASS JAR MARMALADE,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22362,GLASS JAR PEACOCK BATH SALTS,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22359,GLASS JAR KINGS CHOICE,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22301,COFFEE MUG CAT + BIRD DESIGN,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,22203,MILK PAN RED RETROSPOT,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,21889,WOODEN BOX OF DOMINOES,1,2011-05-17 14:35:00,0.0,,United Kingdom
553521,21116,OWL DOORSTOP,1,2011-05-17 14:35:00,0.0,,United Kingdom
553539,22425,ENAMEL COLANDER CREAM,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22414,DOORMAT NEIGHBOURHOOD WITCH,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22301,COFFEE MUG CAT + BIRD DESIGN,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22201,FRYING PAN BLUE POLKADOT,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22692,DOORMAT WELCOME TO OUR HOME,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,21116,OWL DOORSTOP,2,2011-05-17 15:27:00,0.0,,United Kingdom
553539,20711,JUMBO BAG TOYS,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,20682,RED RETROSPOT CHILDRENS UMBRELLA,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22843,BISCUIT TIN VINTAGE GREEN,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22682,FRENCH BLUE METAL DOOR SIGN 7,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22679,FRENCH BLUE METAL DOOR SIGN 4,2,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22678,FRENCH BLUE METAL DOOR SIGN 3,5,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22677,FRENCH BLUE METAL DOOR SIGN 2,2,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22683,FRENCH BLUE METAL DOOR SIGN 8,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22685,FRENCH BLUE METAL DOOR SIGN 0,2,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22676,FRENCH BLUE METAL DOOR SIGN 1,4,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22520,CHILDS GARDEN TROWEL BLUE,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22523,CHILDS GARDEN FORK PINK,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22522,CHILDS GARDEN FORK BLUE,1,2011-05-17 15:27:00,0.0,,United Kingdom
553539,22519,CHILDS GARDEN BRUSH PINK,1,2011-05-17 15:27:00,0.0,,United Kingdom
